,Unnamed: 0,id,comment,original_comment,score,data_scale,data_source,created_at,date,day,month,is_mf,device,family,is_b2b,reason,browser,category,language,platform,provider,first_order,nb_articles,csat_presales,shipping_fees,bv_transaction,payment_method,operating_system,last_paid_channel,has_presales_contact,shipping_fees_bucket,bv_transaction_bucket,has_manodvisor_contact,themes,tags,shipment
44197,6678,331982136,I'm delighted with you.,Estoy encantado con vosotros,10,NPS,Customer Effort Score,2021-10-07T16:03:54.000Z,2021-10-07,jeudi,octobre,False,phone,Quincaillerie,False,,Chrome Mobile 94.0.4606,Manutention et levage,Spanish,ES,Cablematic (ES),False,1,FALSE,"5,2","19,19",paypal,Android 11,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
44302,6783,331974709,"you switch to payment bewilder a little, you would see it better if you confirm payment. And I'd like if I could make a bank transfer.","le botón de pasar al pago desconcierta un poco, lo vería mejor si pone confirmar pago. Y me gustaría si pudiera hacer transferencia bancaria",10,NPS,Customer Effort Score,2021-10-07T17:24:39.000Z,2021-10-07,jeudi,octobre,False,desktop,Jardin piscine,False,,Firefox 92.0,Serre de jardin et accessoires de culture,Spanish,ES,jardín 2.0 (ES),False,1,FALSE,"8,5","33,79",mastercard,Linux,SHOPBOT,False,6 - 10,1 - 100,False,Payments > Payment Security > -1;Payments > Success of payment > -1,,False
44341,6822,331974630,Very easy. Great.,muy facil .Estupendo,9,NPS,Customer Effort Score,2021-10-07T18:08:57.000Z,2021-10-07,jeudi,octobre,False,desktop,Mobilier d'intérieur,False,,Chrome 94.0.4606,Décoration,Spanish,ES,Biscottini (ES),False,1,neutral,"14,99","79,99",paypal,Windows 10,SEM,False,11 - 20,1 - 100,True,Service > General Satisfaction > 1;Online Experience > Ease of Use > 1,,False
44459,6940,331985440,My phone number is 00436644560850,Meine Telefonnummer ist 00436644560850,9,NPS,Customer Effort Score,2021-10-07T20:30:18.000Z,2021-10-07,jeudi,octobre,False,phone,Quincaillerie,False,,Samsung Internet 15.0,Sécurité et serrurerie,German,DE,voelkner (DE),True,1,FALSE,"5,95","28,91",visa,Android 11,RETARGETING,False,1 - 5,1 - 100,False,Support > Other > 0,,False
44568,7049,331985342,everything went smoothly and easily,alles lief einfach und reibungslos,10,NPS,Customer Effort Score,2021-10-08T07:02:11.000Z,2021-10-08,vendredi,octobre,False,desktop,Luminaire,False,,Edge 94.0.992,Eclairage d'intérieur,German,DE,Hitseller (DE),True,1,FALSE,"4,9","64,88",paypal,Windows 8.1,SHOPBOT,False,1 - 5,1 - 100,False,Service > Efficiency / Reliability > 1,,False
44717,7198,331980530,easy and fast,fácil y rápido,10,NPS,Customer Effort Score,2021-10-08T09:41:31.000Z,2021-10-08,vendredi,octobre,False,desktop,Luminaire,False,,Chrome 94.0.4606,Équipement lampe,Spanish,ES,Neoferr (ES),False,1,FALSE,"4,99","10,56",paypal,Windows 10,SEO-SEARCH,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
44724,7205,331975804,The product is well placed. Quality to see after reception.,"Le produit est bien placé.
Qualité a voir après réception.",9,NPS,Customer Effort Score,2021-10-08T09:46:26.000Z,2021-10-08,vendredi,octobre,False,desktop,Outillage,False,,Firefox 93.0,Levage et travail en hauteur,French,FR,BCIE (FR),False,2,FALSE,22,"205,18",visa,Windows 10,SHOPBOT,False,20 - 50,201 - 300,False,Product > Quality > 1,,False
44795,7276,331975843,It's all very well.,"todo muy bien 
",10,NPS,Customer Effort Score,2021-10-08T11:05:38.000Z,2021-10-08,vendredi,octobre,False,desktop,Jardin piscine,False,,Firefox 92.0,Matériel d'arrosage et récupérateurs d'eau,Spanish,ES,BH Design (ES),False,1,FALSE,2,"183,15",paypal,Mac OS X 10.15,SEM,False,1 - 5,151 - 200,False,Service > General Satisfaction > 1,,False
44900,7381,331981263,"Everything's going very well. Personally, it would help me that from the page ""orders"", I could do two things: - Go to the product by clicking on it (now I have to copy/paste and search again - Have the option to buy again from ""my orders""","Todo va muy bien. Personalmente, me ayudaria que desde la página ""pedidos"", pudiera hacer dos cosas:
-Ir al producto clickando en él (ahora tengo que copiar/pegar y volver a buscar
-Tener la opción de comprar de nuevo desde ""mis pedidos""",10,NPS,Customer Effort Score,2021-10-08T13:06:00.000Z,2021-10-08,vendredi,octobre,False,desktop,Luminaire,True,,Safari 15.0,Eclairage d'extérieur,Spanish,ES,TCHerramientas (ES),False,4,FALSE,"14,65","72,64",visa,Mac OS X 10.15.7,DIRECT_ACCESS,False,11 - 20,1 - 100,False,Service > General Satisfaction > 1;Online Experience > Other > 1,,False
45005,7486,331977579,Hello it's first time I bought with you I'd like to know how I can track my order,Hola es primera vez q compro con ustedes quisiera saber cómo puedo rastrear mi pedido ,10,NPS,Customer Effort Score,2021-10-08T14:49:31.000Z,2021-10-08,vendredi,octobre,False,phone,Jardin piscine,False,,Mobile Safari 14.1.2,Outils de jardin motorisés,Spanish,ES,WilTec (ES),True,1,FALSE,"13,99","19,81",paypal,iOS 14.7.1,SEO-SEARCH,False,11 - 20,1 - 100,False,Delivery > Tracking > 0,,False
45119,7600,331980119,Very fluid the whole process. Very easy to understand.,Muy fluido todo el proceso. Muy facil de entender.,10,NPS,Customer Effort Score,2021-10-08T16:43:13.000Z,2021-10-08,vendredi,octobre,False,phone,Jardin piscine,False,,Mobile Safari 14.1.2,Barbecue et plancha,Spanish,ES,TCHerramientas (ES),False,1,FALSE,"5,5","35,27",visa,iOS 14.7.1,SEM,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1,,False
45359,7840,331977558,The description of certain things need to be more accurate ,The description of certain things need to be more accurate ,8,NPS,Customer Effort Score,2021-10-09T07:12:54.000Z,2021-10-09,samedi,octobre,False,phone,Revêtement sol et mur,False,,Chrome Mobile 94.0.4606,Moulure et dalle de plafond,English,ES,Profhome (ES),False,1,FALSE,"19,95","73,51",paypal,Android 10,RETARGETING,False,11 - 20,1 - 100,False,Product > Instructions Detail > -1,,False
45521,8002,331980210,"lack of customer opinions, helps decide.","falta opiniones de clientes, ayuda a decidir. ",7,NPS,Customer Effort Score,2021-10-09T10:06:31.000Z,2021-10-09,samedi,octobre,False,desktop,Jardin piscine,False,,Chrome 94.0.4606,"Abri, garage et rangement extérieur",Spanish,ES,Neoferr (ES),False,1,FALSE,"4,99","30,11",visa,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Support > Other > -1,,False
45716,8197,331981052,You can download the Manomanopro app,Se puede bajar la app de manomanopro,10,NPS,Customer Effort Score,2021-10-09T14:02:23.000Z,2021-10-09,samedi,octobre,False,phone,Outillage,True,,Google 180.0.400278405,Outillage électroportatif,Spanish,ES,Todo Taladros (ES),True,1,FALSE,12,234,visa,iOS 15.0,SEM,False,11 - 20,201 - 300,False,Online Experience > Other > 1,,False
45825,8306,331976223,Very fast method,Método muy rápido,10,NPS,Customer Effort Score,2021-10-09T15:43:13.000Z,2021-10-09,samedi,octobre,False,desktop,Plomberie chauffage,False,,Chrome 94.0.4606,Chauffage et climatisation,Spanish,ES,Inhogar (ES),True,1,FALSE,"4,83","70,83",paypal,Mac OS X 10.14.6,SEM,False,1 - 5,1 - 100,False,Service > Efficiency / Reliability > 1,,False
45871,8352,331977032,my easy and comfortable,MY FÁCIL Y CÓMODO,10,NPS,Customer Effort Score,2021-10-09T16:35:25.000Z,2021-10-09,samedi,octobre,False,desktop,Jardin piscine,False,,Chrome 94.0.4606,Plante et soin des végétaux,Spanish,ES,Verdecora (ES),False,3,FALSE,"8,99","30,53",mastercard,Windows 10,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1,,False
46089,8570,337071649,As satisfied as ever,Toujours aussi satisfait,10,NPS,Customer Effort Score,2021-10-10T06:32:07.000Z,2021-10-10,dimanche,octobre,False,desktop,Quincaillerie,False,,Chrome 93.0.4577,Quincaillerie de porte et de fenêtre,French,FR,Coulissant Habitat (FR),False,3,FALSE,"11,48","96,91",paypal,Linux,SHOPBOT,False,11 - 20,1 - 100,False,Service > General Satisfaction > 1,,False
46108,8589,337071388,Too bad the first order I only order one copy so I pay twice the delivery,"Dommage la premier commande je n en ai commende qu'un seul exemplaire 
donc je paye 2 fois la livraison",10,NPS,Customer Effort Score,2021-10-10T07:12:33.000Z,2021-10-10,dimanche,octobre,False,desktop,Outillage,False,,Chrome 94.0.4606,Levage et travail en hauteur,French,FR,Latiendadeelectricidad (FR),False,1,FALSE,"11,95","23,93",paypal,Windows 10,SEO-SEARCH,False,11 - 20,1 - 100,False,Delivery > Shipping Fees > -1,,True
46121,8602,337070418,Great as usual.,super comme d habitude,10,NPS,Customer Effort Score,2021-10-10T07:31:59.000Z,2021-10-10,dimanche,octobre,False,desktop,Jardin piscine,False,,Chrome 94.0.4606,Matériel d'arrosage et récupérateurs d'eau,French,FR,Ecoland (FR),False,1,FALSE,"5,96","17,5",paypal,Windows 7,RETARGETING,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
46124,8605,337071297,first time purchase,prima volta che acquisto,10,NPS,Customer Effort Score,2021-10-10T07:34:01.000Z,2021-10-10,dimanche,octobre,False,desktop,Jardin piscine,False,,Chrome 94.0.4606,Bassin et décoration de jardin,Italian,IT,Conrad (IT),True,1,FALSE,"11,59","43,58",paypal,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Other > Miscellaneous > 0,,False
46130,8611,337073395,ras tres bien a bientot,ras tres bien a bientot,9,NPS,Customer Effort Score,2021-10-10T07:42:33.000Z,2021-10-10,dimanche,octobre,False,desktop,Jardin piscine,False,,Firefox 93.0,Outils de jardin motorisés,English,FR,MPS (FR),False,1,FALSE,"14,9","127,8",oney3x,Windows 8.1,SEO-BRAND,False,11 - 20,101 - 150,False,Other > Miscellaneous > 0,,False
46150,8631,337070406,the ability to order without a password,la possibilité de commander sans mot de passe,10,NPS,Customer Effort Score,2021-10-10T08:00:24.000Z,2021-10-10,dimanche,octobre,False,desktop,Outillage,False,,Chrome 94.0.4606,Outillage à main,French,FR,GetGoods (FR),True,2,FALSE,"17,95","134,94",visa,Windows 10,SHOPBOT,False,11 - 20,101 - 150,False,Account > Account Management > 1,,False
46153,8634,337076884,effective and rapid interlocutor,interlocuteur efficace et rapide ,10,NPS,Customer Effort Score,2021-10-10T08:01:09.000Z,2021-10-10,dimanche,octobre,False,desktop,Jardin piscine,False,,Edge 94.0.992,Outils de jardin motorisés,French,FR,Webmotoculture (FR),False,1,FALSE,"5,9","37,35",visa,Windows 10,SEM,False,1 - 5,1 - 100,False,Service > Efficiency / Reliability > 1;Support > Quality > 1,,False
46158,8639,337069918,A little expensive delivery!,Livraison un peu chère !,10,NPS,Customer Effort Score,2021-10-10T08:03:35.000Z,2021-10-10,dimanche,octobre,False,tablet,Outillage,False,,Chrome 83.0.4103,Accessoire et consommables pour outillage électroportatif,French,FR,RAPID - MILER (FR),False,1,FALSE,"6,83","14,03",visa,Android 7.1.1,SHOPBOT,False,6 - 10,1 - 100,False,Delivery > Shipping Fees > -1,,True
46173,8654,337076750,Shipping costs a bit expensive,Gastos de envío un poco caros,9,NPS,Customer Effort Score,2021-10-10T08:19:53.000Z,2021-10-10,dimanche,octobre,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 94.0.4606,Meuble de salle à manger ,Spanish,ES,FullCuisine (ES),False,1,FALSE,"31,2",156,visa,Android 11,SEM,False,20 - 50,151 - 200,False,Delivery > Shipping Fees > -1,,False
46178,8659,337072625,"I'm waiting for my order now, hoping it'll be in good shape. Thank you.",J'attends ma commande maintenant en espérant qu'elle arrivera en bon état. Merci ,8,NPS,Customer Effort Score,2021-10-10T08:24:41.000Z,2021-10-10,dimanche,octobre,False,desktop,Mobilier d'intérieur,False,,Edge 94.0.992,Meuble de salle à manger ,French,FR,ID Market (FR),False,2,FALSE,"30,8","190,69",visa,Windows 10,SHOPBOT,False,20 - 50,151 - 200,False,Delivery > Condition on Arrival > 0,,False
46194,8675,337073278,Manomanano very well,manomano tres bien,8,NPS,Customer Effort Score,2021-10-10T08:39:21.000Z,2021-10-10,dimanche,octobre,False,desktop,Jardin piscine,False,,Edge 94.0.992,Matériel d'arrosage et récupérateurs d'eau,French,FR,Multicuves (FR),False,1,FALSE,2,"19,4",mastercard,Windows 10,SEM,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
46195,8676,337071682,I've made several orders he's never had problems!,Ho fatto diversi ordini è mai avuto problemi!,10,NPS,Customer Effort Score,2021-10-10T08:39:38.000Z,2021-10-10,dimanche,octobre,False,desktop,Quincaillerie,False,,Safari 14.1.2,Quincaillerie du meuble,Italian,IT,BES Elettronica (IT),False,1,FALSE,4,"9,99",mastercard,Mac OS X 10.15.6,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
46232,8713,337071323,"Very easy to use site, very simple order. Things to see for delivery (time, appointment...).","Site très facile à utiliser, commande très simple. A voir pour la livraison (délai, rdv...).",10,NPS,Customer Effort Score,2021-10-10T09:13:55.000Z,2021-10-10,dimanche,octobre,False,desktop,Mobilier d'intérieur,False,,Edge 94.0.992,Décoration,French,FR,Biscottini (FR),True,1,FALSE,"29,99","111,99",visa,Windows 10,SEO-SEARCH,False,20 - 50,101 - 150,False,Delivery > Timeliness > 0;Online Experience > Ease of Use > 1,,True
46247,8728,337072541,satisfied with my order,satisfait de ma commande,10,NPS,Customer Effort Score,2021-10-10T09:25:40.000Z,2021-10-10,dimanche,octobre,False,desktop,Jardin piscine,False,,Firefox 93.0,Outils de jardin motorisés,French,FR,Jardi Pièces (FR),False,1,FALSE,"4,9","10,73",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
46262,8743,337072712,The system's fine.,il sistema va bene ,8,NPS,Customer Effort Score,2021-10-10T09:40:53.000Z,2021-10-10,dimanche,octobre,False,desktop,Jardin piscine,False,,Chrome 94.0.4606,"Pot de fleur, jardinière et bac",Italian,IT,Eacommerce  (IT),True,2,FALSE,"8,89","28,07",transfer,Windows 10,,False,6 - 10,1 - 100,False,Online Experience > Quality > 1,,False
46283,8764,337076726,All ok for now We wait for the outcome:),"Tutto ok per ora
Aspettiamo l'esito:)",10,NPS,Customer Effort Score,2021-10-10T10:03:19.000Z,2021-10-10,dimanche,octobre,False,phone,Jardin piscine,False,,Chrome Mobile 94.0.4606,Mobilier de jardin et jeux,Italian,IT,Tendapro (IT),False,5,FALSE,9,"692,88",paypal,Android 10,SHOPBOT,False,6 - 10,601 - 800,False,Service > General Satisfaction > 1,,False
46286,8767,337072679,"Quickly found, easy and well placed order.","Schnell gefunden, einfach und gut Bestellung aufgegeben. ",10,NPS,Customer Effort Score,2021-10-10T10:04:59.000Z,2021-10-10,dimanche,octobre,False,phone,"Salle de bain, WC",False,,Chrome Mobile 94.0.4606,Lavabos,German,DE,Löchel Industriebedarf (DE),True,1,FALSE,"5,9","13,89",paypal,Android 9,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Online Experience > Search & Filters > 1,,False
46300,8781,337071435,Very practical and excellent attention in chat.,Muy práctico y excelente atención en el chat.,10,NPS,Customer Effort Score,2021-10-10T10:16:26.000Z,2021-10-10,dimanche,octobre,False,desktop,"Salle de bain, WC",False,,Chrome 94.0.4606,Douche et baignoire,Spanish,ES,Rubinetteriashop (ES),True,1,FALSE,23,190,visa,Mac OS X 10.15.7,SEO-SEARCH,False,20 - 50,151 - 200,False,Service > Convenience > 1;Product > Quality > 1,,False
46312,8793,337076585,"For companies it would be convenient, for small amounts, to pay on the mark.","Per le Aziende sarebbe comodo, per piccoli importi, il pagamento in contrassegno.",9,NPS,Customer Effort Score,2021-10-10T10:25:36.000Z,2021-10-10,dimanche,octobre,False,desktop,Electricité,True,,Chrome 94.0.4606,"Domotique, automatismes et sécurité",Italian,IT,Elettro New (IT),True,3,FALSE,"11,99","86,67",mastercard,Windows 7,SHOPBOT,False,11 - 20,1 - 100,False,Service > Convenience > 1,,False
46324,8805,337070233,It's comfortable and easy shopping,Es comodo y fácil las compras,10,NPS,Customer Effort Score,2021-10-10T10:48:05.000Z,2021-10-10,dimanche,octobre,False,phone,Jardin piscine,False,,Chrome Mobile 94.0.4606,Barbecue et plancha,Spanish,ES,BricoFermín (ES),False,1,FALSE,"5,59","43,48",paypal,Android 11,SEM,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Product > Comfort > 1,,False
46354,8835,337070031,Very affordable price,Prix trés abordable,8,NPS,Customer Effort Score,2021-10-10T11:23:06.000Z,2021-10-10,dimanche,octobre,False,desktop,Quincaillerie,False,,Chrome 93.0.4577,Quincaillerie du meuble,French,FR,BCIE (FR),True,2,FALSE,"22,5","183,85",paypal,Windows 10,SHOPBOT,False,20 - 50,151 - 200,False,Product > Value for Money > 1,,False
46372,8853,337070032,All fast and clear,Tutto veloce e chiaro,9,NPS,Customer Effort Score,2021-10-10T11:47:16.000Z,2021-10-10,dimanche,octobre,False,phone,Jardin piscine,False,,Chrome Mobile iOS 94.0.4606,Mobilier de jardin et jeux,Italian,IT,Arredo Oggi (IT),True,5,FALSE,"18,33","131,4",paypal,iOS 15.0,SHOPBOT,False,11 - 20,101 - 150,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1;Online Experience > Design / Layout > 1,,False
46376,8857,337072834,all good and simple shipping with low cost thanks,tutto bene e semplice spedizione con costo contenuto grazie,10,NPS,Customer Effort Score,2021-10-10T11:49:00.000Z,2021-10-10,dimanche,octobre,False,desktop,Electricité,False,,Chrome 94.0.4606,"Domotique, automatismes et sécurité",Italian,IT,DIEFFEMATIC (IT),True,1,FALSE,"4,9","29,42",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Shipping Fees > 1;Service > General Satisfaction > 1;Online Experience > Ease of Use > 1,,True
46413,8894,337071504,Adviser available.,Conseiller disponible.RAS,10,NPS,Customer Effort Score,2021-10-10T12:41:47.000Z,2021-10-10,dimanche,octobre,False,tablet,Quincaillerie,False,,Chrome 81.0.4044,Quincaillerie du meuble,French,FR,WilTec (FR),False,1,FALSE,"10,5","65,8",visa,Android 4.4.4,SHOPBOT,False,6 - 10,1 - 100,False,Support > Other > 1,,False
46416,8897,337073337,Very easy and understandable,Très facile et compréhensible ,8,NPS,Customer Effort Score,2021-10-10T12:44:03.000Z,2021-10-10,dimanche,octobre,False,phone,Mobilier d'intérieur,False,,Chrome Mobile 94.0.4606,Meuble de chambre,French,FR,Puluomis (FR),True,1,FALSE,10,133,visa,Android 9,SHOPBOT,False,6 - 10,101 - 150,False,Online Experience > Ease of Use > 1,,False
46420,8901,337072071,I'm okay.,Mi trovo bene,8,NPS,Customer Effort Score,2021-10-10T12:47:12.000Z,2021-10-10,dimanche,octobre,False,phone,"Salle de bain, WC",False,,Chrome Mobile 94.0.4606,Douche et baignoire,Italian,IT,HD Casa (IT),False,1,FALSE,"7,9","68,72",paypal,Android 11,SHOPBOT,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1,,False
46423,8904,337073399,Relatively simple and fast,Relativement simple et rapide,9,NPS,Customer Effort Score,2021-10-10T12:50:51.000Z,2021-10-10,dimanche,octobre,False,phone,Jardin piscine,True,,Chrome Mobile 94.0.4606,Outils de jardin motorisés,French,FR,Jardiaffaires (FR),False,1,FALSE,"8,77","64,29",paypal,Android 10,SEM,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
